CustomerID,Recency,Frequency,TotalQuantity,AvgUnitPrice,Monetary,DBSCAN_Labels
12535.0,92,2,219,4.451470588235294,716.35,0
12538.0,29,1,191,3.6433333333333335,363.95,0
12541.0,30,3,680,3.615769230769231,981.18,0
12544.0,36,1,136,4.106315789473685,372.7,0
12545.0,75,2,523,4.0238,1000.39,0
12546.0,47,2,633,3.199275362318841,1161.5,0
12547.0,198,2,134,7.95,207.8,0
12548.0,166,1,49,6.720000000000001,95.2,0
12550.0,79,1,569,3.090350877192982,964.83,0
12551.0,358,1,100,1.6800000000000002,168.0,0
12552.0,39,2,88,9.1155,437.82,0
12553.0,8,10,1965,3.199633507853404,3692.28,0
12556.0,50,2,358,2.6623140495867768,603.71,0
12558.0,8,1,196,1.25,269.96,0
12559.0,311,2,283,3.5490476190476192,561.71,0
12560.0,5,3,1110,2.8562857142857143,2134.01,0
12561.0,303,1,177,2.964375,238.85,0
12564.0,261,1,133,5.576190476190476,456.9,0
12565.0,289,1,80,2.351111111111111,145.92,0
12566.0,86,1,265,3.903684210526316,351.65,0
12571.0,40,2,523,1.3205882352941176,519.61,0
12572.0,9,2,452,4.227833333333334,1020.42,0
12573.0,227,1,84,2.0964285714285715,160.54000000000002,0
12574.0,316,1,61,5.2,218.45,0
12576.0,36,5,967,2.4045454545454543,1315.83,0
12577.0,35,3,472,1.795034013605442,657.8,0
12578.0,21,2,1196,3.157017543859649,2794.51,0
12579.0,78,1,285,3.338620689655172,440.42,0
12580.0,247,1,238,2.6075,415.7,0
12581.0,40,1,161,2.8926666666666665,197.71,0
12582.0,239,2,300,5.2318181818181815,511.36,0
12584.0,4,9,416,7.484375,2338.15,0
12585.0,234,2,1279,3.4639080459770115,2040.1,0
12586.0,17,1,79,4.190909090909091,196.94000000000003,0
12587.0,8,1,51,11.56,144.0,0
12588.0,39,1,53,9.58,214.9,0
12589.0,29,2,306,4.502857142857143,646.68,0
12591.0,317,1,228,3.780769230769231,452.85,0
12592.0,92,2,290,3.311111111111111,437.6,0
12593.0,109,3,206,2.6523809523809527,418.1,0
12594.0,38,10,1777,3.023135593220339,3338.2200000000003,0
12596.0,51,2,474,4.405555555555556,618.27,0
12598.0,10,8,1964,2.8425757575757578,3023.08,0
12599.0,29,7,956,2.996290322580645,1032.58,0
12600.0,29,10,774,5.47375,2599.04,0
12601.0,190,5,245,6.511071428571428,577.0600000000001,0
12602.0,59,1,162,1.9708333333333328,153.12,0
12603.0,22,1,63,14.475,739.1999999999999,0
12604.0,79,2,201,2.59125,254.18,0
12607.0,60,1,1228,2.157722772277228,1579.51,0
12609.0,78,3,648,3.5178333333333334,1126.85,0
12610.0,23,5,1049,5.024716981132076,2099.54,0
12611.0,52,1,846,2.675076923076923,1193.32,0
12612.0,74,1,262,4.4389473684210525,704.0400000000001,0
12613.0,57,5,1644,2.8726143790849674,3344.38,0
12614.0,278,1,76,5.61,315.6,0
12615.0,2,4,1376,3.089619047619048,2291.19,0
12616.0,95,2,284,3.8203125,713.3,0
12617.0,29,1,213,1.903095238095238,355.53,0
12618.0,22,1,96,6.63818181818182,177.31,0
12619.0,16,9,3378,7.056555555555556,3641.24,0
12620.0,15,3,1181,2.1478260869565218,1339.41,0
12622.0,232,1,69,5.739090909090909,180.1,0
12623.0,276,1,191,2.628888888888889,305.1,0
12624.0,106,2,355,3.872105263157896,641.13,0
12625.0,212,2,1612,2.1713953488372093,2683.82,-1
12628.0,4,3,448,3.591219512195122,786.46,0
12630.0,10,2,548,4.48640625,1270.88,0
12631.0,57,1,236,4.537096774193548,640.5,0
12633.0,59,4,1162,3.211386138613862,2163.98,0
12635.0,90,2,1172,2.522079207920792,1689.18,0
12638.0,33,1,577,2.56,671.69,0
12639.0,239,1,201,4.918181818181818,486.1,0
12640.0,24,3,311,5.716981132075472,1174.58,0
12641.0,115,1,72,6.964999999999999,185.9,0
12642.0,25,3,552,3.5906382978723403,1013.26,0
12643.0,128,6,1808,5.187916666666666,3344.64,0
12644.0,130,1,325,2.8045161290322578,477.91,0
12645.0,34,4,1084,2.611095890410959,1775.18,0
12646.0,5,2,897,2.387111111111111,1346.97,0
12648.0,155,1,160,3.1723809523809527,318.05,0
12649.0,107,3,586,2.6970967741935485,623.51,0
12650.0,3,1,254,1.9345,314.44,0
12651.0,335,1,78,2.244444444444445,114.0,0
12652.0,331,1,505,2.8972916666666664,919.98,0
12653.0,149,2,919,2.59093023255814,2209.85,0
12654.0,11,5,264,4.420526315789473,601.98,0
12657.0,11,4,1044,5.044893617021277,1643.18,0
12658.0,19,1,320,4.114444444444445,686.05,0
12659.0,30,1,105,5.308,91.68,0
12660.0,11,1,127,3.865384615384616,245.1,0
12665.0,325,1,37,6.833333333333333,63.0,0
12667.0,58,1,395,3.624242424242424,620.13,0
12669.0,151,3,1115,13.741386138613862,2744.03,0
12670.0,10,5,1397,3.235869565217391,2996.05,0
12672.0,330,1,78,3.79,225.9,0
12673.0,5,2,351,2.9283333333333337,610.52,0
12674.0,39,4,1133,3.230602409638554,1970.6,0
12676.0,25,6,670,7.0282222222222215,1331.39,0
12679.0,59,4,554,4.004166666666666,1113.02,0
12680.0,1,4,443,3.637884615384615,862.81,0
12684.0,8,7,1985,2.536,2283.63,0
12685.0,28,6,1523,3.0710191082802547,2863.08,0
12686.0,372,1,107,3.2585714285714285,89.14,0
12689.0,26,2,628,2.8519444444444444,1247.61,0
12690.0,206,1,106,5.526875,389.01,0
12691.0,28,6,394,5.0359375,1035.8,0
12693.0,127,4,255,5.44025641025641,855.91,0
12694.0,70,2,509,3.901621621621622,869.67,0
12695.0,7,4,220,4.785555555555556,582.1,0
12697.0,29,3,508,5.027560975609756,957.59,0
12701.0,80,2,678,3.090754716981132,797.71,0
12702.0,20,1,53,5.441666666666666,219.0,0
12703.0,71,1,164,2.638095238095238,283.55,0
12704.0,7,8,1006,6.428409090909091,2340.84,0
12707.0,292,1,256,3.236666666666667,603.42,0
12708.0,30,10,1307,4.316433121019108,2712.91,0
12710.0,97,3,851,2.718441558441558,1149.02,0
12713.0,1,1,508,2.503421052631579,848.55,0
12715.0,106,1,197,3.401904761904762,353.86,0
12716.0,4,2,708,2.665797101449275,1053.49,0
12717.0,151,2,506,4.670000000000001,1030.98,0
12718.0,71,1,203,2.7221052631578946,238.25,0
12719.0,5,2,374,3.644871794871795,644.95,0
12721.0,32,6,1959,3.069751552795031,2656.13,0
12722.0,85,4,566,3.6201886792452833,997.63,0
12723.0,4,5,434,3.2023188405797103,725.07,0
12724.0,5,4,445,3.721132075471698,1031.41,0
12725.0,371,1,164,4.104166666666667,427.8,0
12726.0,28,7,3143,2.106693548387097,2609.1,0
12728.0,71,4,419,4.669347826086956,836.33,0
12729.0,114,1,233,3.701538461538462,453.01,0
12732.0,180,1,111,3.5225000000000004,236.26,0
12733.0,234,1,137,3.372727272727273,383.95,0
12734.0,353,1,88,1.185,110.4,0
12735.0,315,2,368,5.416279069767441,779.5699999999999,0
12736.0,333,1,173,5.58,234.0,0
12738.0,372,1,148,3.95,155.35,0
12739.0,78,2,486,4.008421052631578,1013.04,0
12740.0,64,1,342,2.074074074074074,427.6,0
12743.0,134,2,319,3.038582089552239,546.43,0
12750.0,129,1,137,4.62,275.88,0
12754.0,236,3,6481,1.125079365079365,3010.74,-1
12756.0,87,1,144,0.7424999999999999,112.07999999999998,0
12758.0,117,2,2135,1.700618556701031,2791.59,0
12759.0,52,3,902,3.2154736842105267,1531.44,0
12762.0,8,2,1227,2.736086956521739,1898.52,0
12763.0,138,2,316,1.7716666666666667,494.08,0
12764.0,317,1,386,5.387555555555555,1693.88,0
12769.0,239,1,356,4.45625,1143.6,0
12770.0,211,1,743,2.625,1351.45,0
12772.0,60,1,556,3.700727272727272,892.47,0
12775.0,17,5,877,3.880606060606061,1386.04,0
12778.0,20,6,825,3.5094,822.23,0
12781.0,64,2,671,3.1308,826.74,0
12782.0,5,5,1086,3.805436893203883,2330.92,0
12783.0,2,6,624,12.22857142857143,2225.91,0
12784.0,9,2,300,2.8015254237288136,574.42,0
12785.0,364,1,131,4.828571428571428,311.95,0
12787.0,10,3,261,3.998,463.66,0
12789.0,65,1,4,22.9625,91.85,0
12790.0,192,1,166,3.948571428571429,324.92,0
12791.0,374,1,97,8.425,192.6,0
12792.0,257,1,217,3.5096,400.54,0
12793.0,335,2,295,3.91,545.48,0
12794.0,53,2,592,2.077111111111111,860.41,0
12795.0,19,1,68,7.695,430.48,0
12797.0,366,1,118,5.143846153846154,254.03,0
12802.0,187,1,314,2.52,427.58,0
12808.0,37,3,188,4.0460714285714285,483.65,0
12809.0,178,1,220,4.4092,489.31,0
12811.0,261,3,230,4.12258064516129,514.85,0
12812.0,45,1,164,2.0686666666666667,229.64,0
12814.0,102,1,49,20.895,125.92,0
12815.0,148,2,379,5.401489361702128,1063.46,0
12816.0,96,2,128,8.832758620689654,572.2,0
12817.0,281,1,53,12.0725,166.04,0
12818.0,262,1,929,6.755,1542.08,0
12820.0,3,4,722,1.904745762711864,942.34,0
12821.0,214,1,70,2.498333333333333,92.72,0
12822.0,71,2,550,2.692608695652174,948.88,0
12823.0,75,5,230,7.65,1759.5,0
12824.0,60,1,232,2.5356,397.12,0
12826.0,3,7,1058,1.927692307692308,1474.72,0
12827.0,6,3,197,2.8680000000000003,430.15,0
12828.0,3,6,494,3.09,1018.71,0
12829.0,337,2,376,10.368181818181816,293.0,0
12831.0,262,1,135,3.066666666666667,215.05,0
12832.0,32,2,195,2.928888888888889,383.03,0
12833.0,145,1,156,5.44125,417.38,0
12834.0,283,1,110,4.893888888888889,312.38,0
12836.0,59,4,1064,4.287828571428571,2612.86,0
12837.0,173,1,24,6.745833333333334,134.1,0
12838.0,34,2,359,2.319756097560976,683.13,0
12840.0,144,4,1511,2.035486725663717,2726.77,0
12842.0,70,2,547,4.33029411764706,1118.99,0
12843.0,66,8,781,3.513203883495146,1702.26,0
12844.0,29,2,125,2.631153846153846,325.96000000000004,0
12845.0,267,4,204,2.7903703703703706,354.09,0
12847.0,22,1,909,1.3392307692307692,871.54,0
12849.0,31,2,623,2.8945098039215686,1050.89,0
12851.0,97,1,109,1.9466,135.18,0
12852.0,295,1,149,3.65,311.55,0
12853.0,135,6,800,4.250512820512821,1957.1,0
12854.0,79,3,627,2.774636363636364,1324.5,0
12855.0,373,1,30,1.55,38.1,0
12856.0,8,6,1079,2.543407643312102,2179.93,0
12857.0,211,2,343,4.142391304347826,1106.4,0
12863.0,52,1,188,3.374,521.2,0
12864.0,138,1,216,0.6566666666666666,147.12,0
12865.0,26,2,925,3.119157894736842,1568.23,0
12866.0,283,1,171,4.4157692307692304,559.12,0
12868.0,186,6,928,2.611682242990654,1607.0600000000002,0
12871.0,84,2,200,2.110909090909091,380.64,0
12872.0,327,2,319,2.4956060606060606,599.97,0
12873.0,282,1,128,4.0375,374.0,0
12875.0,143,2,2019,0.17,343.2300000000001,0
12876.0,58,2,1941,2.2544705882352942,2218.02,0
12877.0,4,12,1178,1.898896103896104,1535.77,0
12878.0,236,2,547,2.0325531914893618,854.99,0
12879.0,45,3,370,1.832,573.22,0
12881.0,276,1,21,32.971428571428575,298.0,0
12882.0,9,2,246,6.437692307692307,1463.04,0
12883.0,25,4,196,5.926904761904762,703.47,0
12884.0,88,1,43,15.984285714285717,309.05,0
12885.0,63,3,655,3.593098591549296,1175.22,0
12886.0,68,2,770,3.7206097560975615,1378.4,0
12888.0,214,2,76,5.896,354.12,0
12890.0,24,1,259,1.8129268292682927,380.47,0
12891.0,186,3,950,0.3666666666666667,331.0,0
12893.0,31,1,96,2.2108823529411765,188.14,0
12895.0,42,2,210,3.222727272727273,372.8,0
12897.0,205,2,110,2.7,216.5,0
12902.0,265,1,66,5.619,138.68,0
12904.0,18,2,302,3.085,509.58,0
12906.0,12,5,1749,2.551904761904762,2919.81,0
12908.0,176,2,1200,0.625,750.0,0
12909.0,40,5,1280,6.763956043956044,2178.67,0
12910.0,23,8,1692,2.0928,3075.04,0
12912.0,3,5,670,2.7191666666666667,1662.3,0
12913.0,5,5,1419,2.9248000000000003,2483.63,0
12915.0,149,2,93,6.788636363636363,363.65,0
12916.0,139,4,1119,4.126635514018692,3006.15,0
12917.0,128,1,120,4.95,594.0,0
12919.0,8,6,673,2.6044,1335.19,0
12920.0,17,1,129,3.841071428571429,164.23,0
12922.0,161,1,370,1.627857142857143,405.38,0
12923.0,64,1,69,2.936551724137931,176.97,0
12924.0,88,4,481,3.188333333333333,933.7,0
12925.0,5,2,541,2.310222222222222,694.05,0
12928.0,35,5,1472,1.942619047619048,2062.7000000000003,0
12929.0,312,1,37,7.11875,117.85,0
12930.0,78,2,252,2.9948,415.8,0
12933.0,24,3,499,2.646981132075472,607.53,0
12935.0,2,7,1853,2.032325581395349,2160.7,0
12936.0,17,4,559,2.033225806451613,1063.9,0
12937.0,15,4,1007,2.371666666666667,1504.27,0
12938.0,26,1,140,1.271111111111111,114.14,0
12940.0,55,2,411,3.820707070707072,913.54,0
12942.0,131,3,203,4.137866666666668,683.9,0
12944.0,36,2,289,3.1886666666666668,604.51,0
12945.0,288,1,165,4.95,462.95,0
12947.0,144,6,1165,3.270309278350515,1603.99,0
12948.0,16,7,1080,2.932758620689655,2064.95,0
12950.0,2,3,1380,1.3891304347826086,1843.0,0
12951.0,9,6,503,3.006031746031746,1064.07,0
12952.0,6,4,653,4.062658227848101,1387.79,0
12953.0,10,1,84,6.647058823529412,329.85,0
12956.0,306,1,34,4.365263157894737,108.07,0
12962.0,7,2,129,2.985625,266.39,0
12963.0,8,8,881,3.294842105263158,1856.63,0
12965.0,89,1,283,3.663853211009175,771.91,0
12966.0,10,1,75,3.4230000000000005,160.18,0
12967.0,358,2,438,6.476315789473684,1660.9,0
12968.0,112,1,73,3.29,135.95,0
12970.0,7,4,310,2.0307947019867547,452.24,0
12974.0,198,1,24,7.7,144.8,0
12976.0,212,1,561,1.5345454545454544,738.6,0
12977.0,156,1,12,4.23,39.24,0
12981.0,30,2,242,1.6235,372.22,0
12982.0,243,1,288,1.8478571428571429,390.54,0
12984.0,19,1,26,3.85,97.5,0
12985.0,1,2,1533,1.914342105263158,1239.38,0
12987.0,74,2,219,6.110714285714286,558.7,0
12988.0,292,1,136,4.110217391304348,535.32,0
12990.0,31,3,200,2.05,409.5,0
12991.0,23,2,405,2.3067741935483874,503.76,0
12993.0,23,4,240,2.1377777777777776,414.76,0
12994.0,4,3,459,4.212459016393442,974.42,0
12995.0,85,1,108,1.9566666666666668,211.32,0
12997.0,22,4,664,3.294237288135593,1226.89,0
12999.0,196,3,342,2.549285714285714,455.88,0
13000.0,107,3,379,3.0125806451612904,534.85,0
13002.0,318,1,73,2.821428571428572,120.95,0
13003.0,106,3,103,2.25,149.05,0
13005.0,174,2,172,5.117307692307692,513.7,0
13006.0,56,1,55,5.295,81.57,0
13008.0,323,1,175,1.7342857142857144,229.47,0
13011.0,372,1,13,4.216666666666667,50.55,0
13012.0,9,8,824,3.2319101123595506,1661.84,0
13014.0,11,10,905,5.255229357798165,3466.28,0
13015.0,53,5,1617,5.035568181818181,3346.28,0
13016.0,73,3,527,3.173191489361702,789.89,0
13017.0,7,1,48,4.25,204.0,0
13021.0,4,9,1352,3.812290076335878,2616.38,0
13023.0,64,2,286,4.5525,689.9,0
13026.0,1,5,1620,0.6757500000000001,975.36,0
13028.0,23,2,798,1.014,661.3199999999999,0
13029.0,31,3,134,7.388,1247.5,0
13030.0,11,2,394,3.17989898989899,799.48,0
13032.0,52,2,375,3.81943661971831,1010.18,0
13033.0,357,1,83,2.640909090909091,190.55,0
13034.0,55,2,369,2.3721621621621622,642.77,0
13035.0,74,2,644,1.821851851851852,921.88,0
13037.0,138,3,431,3.8214583333333336,881.07,0
13038.0,80,3,360,2.7582142857142857,908.46,0
13040.0,9,2,355,2.8039534883720934,676.99,0
13043.0,273,1,254,5.680000000000001,516.42,0
13044.0,291,1,429,3.258787878787879,560.47,0
13045.0,99,1,221,1.5705555555555557,305.28000000000003,0
13046.0,31,2,264,6.142857142857143,629.31,0
13047.0,32,10,1391,3.9320348837209305,3237.54,0
13048.0,14,4,1238,1.8322058823529408,1835.91,0
13049.0,64,2,268,3.9335714285714287,656.6800000000001,0
13052.0,212,1,222,3.2938888888888886,348.15000000000003,0
13055.0,78,3,894,2.471052631578948,1214.41,0
13058.0,25,3,52,5.825,271.40000000000003,0
13059.0,250,1,35,5.21875,183.4,0
13060.0,254,1,123,3.982666666666667,307.53,0
13061.0,72,1,107,3.403,248.61,0
13062.0,191,1,343,6.819090909090908,346.98,0
13064.0,13,4,516,3.555217391304348,1119.49,0
13065.0,373,1,74,5.222142857142857,205.86,0
13066.0,24,2,322,3.1733333333333333,470.8,0
13067.0,82,1,32,3.86,115.46,0
13068.0,10,2,200,1.72,344.0,0
13070.0,192,1,110,2.08,228.8,0
13072.0,267,1,69,3.3500000000000005,177.15,0
13075.0,130,1,485,2.0395454545454546,919.61,0
13077.0,1,4,863,1.7558035714285716,729.27,0
13079.0,4,5,62,4.166666666666667,220.1,0
13080.0,179,1,120,0.5783333333333333,58.08,0
13082.0,126,9,4324,2.968767123287672,3613.63,-1
13083.0,4,2,187,3.4066666666666667,303.75,0
13085.0,158,2,216,4.003636363636364,416.08,0
13091.0,28,1,466,0.9933333333333332,345.82,0
13092.0,71,5,279,5.018,477.83,0
13094.0,21,12,1716,1.2525000000000002,1927.32,0
13095.0,71,1,144,0.6933333333333334,74.39999999999999,0
13099.0,99,1,288,0.72,207.36,0
13101.0,234,1,113,2.9675,101.19,0
13103.0,40,1,82,3.9675,243.94,0
13104.0,3,6,504,2.1715,1098.48,0
13106.0,133,1,18,4.25,76.5,0
13107.0,44,4,1293,1.7613793103448274,1531.62,0
13108.0,373,1,298,1.752,350.06,0
13109.0,60,2,520,2.6465957446808512,786.54,0
13110.0,31,7,388,4.7364137931034485,1488.67,0
13115.0,12,4,1567,2.5445,2294.78,0
13116.0,138,1,291,4.5216666666666665,501.14,0
13117.0,22,8,945,2.4343421052631578,984.91,0
13118.0,20,5,410,3.588354430379747,1197.81,0
13120.0,239,1,12,2.55,30.6,0
13121.0,269,1,252,1.6888,283.73,0
13122.0,94,2,585,2.6365454545454545,922.39,0
13126.0,5,8,2143,2.100142857142857,2099.64,0
13127.0,78,1,127,2.885333333333333,259.17,0
13130.0,94,1,32,2.25,64.0,0
13131.0,23,3,447,3.116136363636364,1073.3,0
13132.0,262,1,20,4.933333333333334,77.3,0
13133.0,274,2,32,5.342857142857143,109.8,0
13134.0,86,4,1059,3.113163265306122,1793.58,0
13135.0,197,1,4300,0.72,3096.0,-1
13136.0,56,5,1328,2.843937007874016,2607.61,0
13137.0,11,8,2226,1.915241477272727,3650.41,0
13138.0,22,6,473,2.8215873015873014,962.39,0
13140.0,108,3,186,2.9486956521739134,423.72,0
13141.0,85,5,1548,2.202444444444444,2388.75,0
13142.0,19,1,258,2.9969565217391305,307.09,0
13144.0,333,1,21,6.216666666666666,110.95,0
13145.0,40,4,145,51.71,618.52,0
13146.0,26,1,154,2.027058823529412,228.91,0
13147.0,10,4,144,4.95,712.8000000000001,0
13149.0,14,4,1280,2.881860465116279,1676.06,0
13151.0,296,1,363,5.689324324324324,1257.87,0
13153.0,6,1,418,1.278,486.22,0
13155.0,33,4,497,2.912,971.76,0
13157.0,49,4,1439,1.868390804597701,1741.22,0
13158.0,95,4,784,2.0106329113924053,1201.06,0
13159.0,9,4,1059,2.7321487603305785,1437.85,0
13160.0,22,1,56,3.025,91.8,0
13161.0,313,1,29,4.8625,112.75,0
13162.0,122,4,1713,1.4626582278481013,1688.29,0
13165.0,46,2,1376,0.800952380952381,1021.48,0
13166.0,283,1,216,2.3914634146341465,417.2,0
13167.0,19,4,785,2.9483076923076923,791.33,0
13168.0,36,4,682,3.165267175572519,1319.19,0
13169.0,64,2,272,3.782307692307693,712.88,0
13170.0,27,1,147,1.54625,116.01,0
13171.0,22,3,229,4.0445652173913045,468.41,0
13173.0,4,2,277,2.6467441860465115,353.65,0
13174.0,16,3,1395,3.3874840764331213,2817.03,0
13176.0,46,1,453,2.7775,492.84,0
13177.0,65,1,91,3.514705882352941,282.45,0
13182.0,45,1,201,0.6854545454545454,121.18,0
13184.0,15,10,1692,1.8393922651933703,1701.29,0
13185.0,268,1,12,5.95,71.4,0
13186.0,40,3,820,3.2486075949367086,1575.89,0
13187.0,337,1,95,3.765405405405405,236.02,0
13188.0,11,1,25,9.575,114.6,0
13189.0,19,2,842,0.3917241379310344,260.68,0
13192.0,95,2,595,2.6287301587301584,911.94,0
13193.0,61,1,50,2.870344827586207,117.88,0
13194.0,136,1,26,2.65,60.7,0
13196.0,11,4,1224,2.5078181818181817,1797.78,0
13198.0,10,6,2648,2.379336283185841,3401.24,0
13200.0,19,4,516,3.375652173913044,870.09,0
13203.0,10,4,800,2.3040350877192983,869.46,0
13207.0,15,2,130,2.29125,250.26,0
13208.0,59,6,804,2.338456375838926,1223.9,0
13210.0,94,1,316,1.5118181818181815,353.48,0
13211.0,10,3,874,1.4396428571428572,1197.42,0
13212.0,20,3,310,3.745211267605634,788.08,0
13213.0,57,5,1360,2.721,1520.58,0
13216.0,268,1,297,1.448,333.74,0
13217.0,122,3,262,2.38,533.98,0
13218.0,127,1,88,0.93,62.63999999999999,0
13220.0,78,4,196,4.531904761904762,819.2900000000001,0
13221.0,240,2,244,5.01439393939394,847.41,0
13223.0,200,2,88,1.96,163.20000000000002,0
13224.0,60,2,1518,2.3142592592592592,2155.95,0
13226.0,273,1,80,2.711875,108.21,0
