CustomerID,Recency,Frequency,TotalQuantity,AvgUnitPrice,Monetary
12685.0,28,6,1523,3.0710191082802547,2863.08
12686.0,372,1,107,3.2585714285714285,89.14
12688.0,114,1,3028,4.124736842105263,4873.8099999999995
12689.0,26,2,628,2.8519444444444444,1247.61
12690.0,206,1,106,5.5268749999999995,389.01
12691.0,28,6,394,5.0359375,1035.8
12693.0,127,4,255,5.44025641025641,855.91
12694.0,70,2,509,3.901621621621622,869.67
12695.0,7,4,220,4.785555555555556,582.1
12697.0,29,3,508,5.027560975609756,957.59
12700.0,8,4,2967,2.6198880597014926,4939.99
12701.0,80,2,678,3.0907547169811322,797.71
12702.0,20,1,53,5.441666666666666,219.0
12703.0,71,1,164,2.638095238095238,283.55
12704.0,7,8,1006,6.428409090909091,2340.84
12705.0,15,9,3997,2.8610179640718565,6868.29
12707.0,292,1,256,3.236666666666667,603.42
12708.0,30,10,1307,4.316433121019108,2712.91
12709.0,15,15,3936,3.3240865384615383,9736.52
12710.0,97,3,851,2.718441558441558,1149.02
12712.0,29,13,1062,6.379924812030075,4396.13
12713.0,1,1,508,2.503421052631579,848.55
12714.0,9,5,3069,2.391891891891892,4708.86
12715.0,106,1,197,3.401904761904762,353.86
12716.0,4,2,708,2.665797101449275,1053.49
12717.0,151,2,506,4.670000000000001,1030.98
12718.0,71,1,203,2.7221052631578946,238.25
12719.0,5,2,374,3.644871794871795,644.95
12720.0,3,25,4672,2.701581920903955,5781.73
12721.0,32,6,1959,3.069751552795031,2656.13
12722.0,85,4,566,3.6201886792452833,997.63
12723.0,4,5,434,3.2023188405797103,725.07
12724.0,5,4,445,3.721132075471698,1031.41
12725.0,371,1,164,4.104166666666667,427.8
12726.0,28,7,3143,2.106693548387097,2609.1
12727.0,11,7,2098,3.2171223021582733,3980.7
12728.0,71,4,419,4.669347826086956,836.33
12729.0,114,1,233,3.701538461538462,453.01
12731.0,24,12,8437,3.346167883211679,18895.91
12732.0,180,1,111,3.5225000000000004,236.26000000000002
12733.0,234,1,137,3.372727272727273,383.95
12734.0,353,1,88,1.185,110.39999999999999
12735.0,315,2,368,5.416279069767441,779.5699999999999
12736.0,333,1,173,5.58,234.0
12738.0,372,1,148,3.95,155.35
12739.0,78,2,486,4.008421052631578,1013.04
12740.0,64,1,342,2.074074074074074,427.6
12743.0,134,2,319,3.038582089552239,546.43
12744.0,52,7,5241,58.33328828828829,21279.29
12747.0,2,11,1275,4.3678640776699025,4196.01
12748.0,1,209,25747,2.656278563656148,33719.73
12749.0,4,5,1471,4.999949748743719,4090.88
12750.0,129,1,137,4.62,275.88
12752.0,81,1,2262,2.2941509433962266,4366.78
12753.0,23,6,11421,2.3373604060913706,21429.39
12754.0,236,3,6481,1.125079365079365,3010.74
12755.0,281,2,1491,5.0249999999999995,3811.95
12756.0,87,1,144,0.7424999999999999,112.07999999999998
12757.0,16,13,2402,11.912641509433962,7857.1
12758.0,117,2,2135,1.700618556701031,2791.59
12759.0,52,3,902,3.2154736842105267,1531.44
12762.0,8,2,1227,2.736086956521739,1898.52
12763.0,138,2,316,1.7716666666666667,494.08
12764.0,317,1,386,5.387555555555555,1693.88
12766.0,4,7,3646,3.070806451612903,6989.63
12769.0,239,1,356,4.45625,1143.6
12770.0,211,1,743,2.625,1351.45
12772.0,60,1,556,3.7007272727272724,892.47
12775.0,17,5,877,3.880606060606061,1386.04
12778.0,20,6,825,3.5094,822.23
12779.0,38,8,2024,3.6543624161073827,3981.36
12781.0,64,2,671,3.1308,826.74
12782.0,5,5,1086,3.805436893203883,2330.92
12783.0,2,6,624,12.22857142857143,2225.91
12784.0,9,2,300,2.8015254237288136,574.42
12785.0,364,1,131,4.828571428571428,311.95
12787.0,10,3,261,3.998,463.66
12789.0,65,1,4,22.9625,91.85
12790.0,192,1,166,3.948571428571429,324.92
12791.0,374,1,97,8.425,192.60000000000002
12792.0,257,1,217,3.5096,400.53999999999996
12793.0,335,2,295,3.91,545.48
12794.0,53,2,592,2.077111111111111,860.41
12795.0,19,1,68,7.695,430.48
12797.0,366,1,118,5.143846153846154,254.03
12798.0,10,3,5256,1.0474999999999999,6977.04
12802.0,187,1,314,2.52,427.58
12808.0,37,3,188,4.0460714285714285,483.65000000000003
12809.0,178,1,220,4.4092,489.31
12811.0,261,3,230,4.12258064516129,514.85
12812.0,45,1,164,2.0686666666666667,229.64000000000001
12814.0,102,1,49,20.895,125.92
12815.0,148,2,379,5.401489361702128,1063.46
12816.0,96,2,128,8.832758620689654,572.2
12817.0,281,1,53,12.0725,166.04
12818.0,262,1,929,6.755,1542.08
12820.0,3,4,722,1.9047457627118642,942.34
12821.0,214,1,70,2.4983333333333335,92.72
12822.0,71,2,550,2.692608695652174,948.88
12823.0,75,5,230,7.65,1759.5
12824.0,60,1,232,2.5356,397.12
12826.0,3,7,1058,1.9276923076923078,1474.72
12827.0,6,3,197,2.8680000000000003,430.15000000000003
12828.0,3,6,494,3.09,1018.71
12829.0,337,2,376,10.368181818181817,293.0
12830.0,38,6,9848,1.0863157894736843,6814.64
12831.0,262,1,135,3.066666666666667,215.05
12832.0,32,2,195,2.928888888888889,383.03
12833.0,145,1,156,5.44125,417.38
12834.0,283,1,110,4.893888888888889,312.38
12836.0,59,4,1064,4.287828571428571,2612.86
12837.0,173,1,24,6.745833333333334,134.1
12838.0,34,2,359,2.3197560975609757,683.13
12839.0,3,14,3807,1.9202229299363058,5591.42
12840.0,144,4,1511,2.035486725663717,2726.77
12841.0,5,25,2757,2.395166666666667,4022.35
12842.0,70,2,547,4.3302941176470595,1118.99
12843.0,66,8,781,3.513203883495146,1702.26
12844.0,29,2,125,2.631153846153846,325.96000000000004
12845.0,267,4,204,2.7903703703703706,354.09
12847.0,22,1,909,1.3392307692307692,871.54
12849.0,31,2,623,2.8945098039215686,1050.8899999999999
12851.0,97,1,109,1.9465999999999999,135.18
12852.0,295,1,149,3.65,311.55
12853.0,135,6,800,4.250512820512821,1957.1000000000001
12854.0,79,3,627,2.7746363636363633,1324.5
12855.0,373,1,30,1.55,38.1
12856.0,8,6,1079,2.543407643312102,2179.93
12857.0,211,2,343,4.142391304347826,1106.4
12863.0,52,1,188,3.374,521.2
12864.0,138,1,216,0.6566666666666666,147.12
12865.0,26,2,925,3.119157894736842,1568.23
12866.0,283,1,171,4.4157692307692304,559.12
12867.0,26,7,4298,1.3313382899628252,4036.82
12868.0,186,6,928,2.611682242990654,1607.0600000000002
12871.0,84,2,200,2.110909090909091,380.64
12872.0,327,2,319,2.4956060606060606,599.97
12873.0,282,1,128,4.0375,374.0
12875.0,143,2,2019,0.17,343.2300000000001
12876.0,58,2,1941,2.2544705882352942,2218.02
12877.0,4,12,1178,1.8988961038961039,1535.77
12878.0,236,2,547,2.0325531914893618,854.99
12879.0,45,3,370,1.832,573.22
12881.0,276,1,21,32.971428571428575,298.0
12882.0,9,2,246,6.437692307692307,1463.04
12883.0,25,4,196,5.926904761904762,703.47
12884.0,88,1,43,15.984285714285715,309.05
12885.0,63,3,655,3.5930985915492957,1175.22
12886.0,68,2,770,3.7206097560975615,1378.4
12888.0,214,2,76,5.896,354.12
12890.0,24,1,259,1.8129268292682927,380.46999999999997
12891.0,186,3,950,0.3666666666666667,331.0
12893.0,31,1,96,2.2108823529411765,188.14
12895.0,42,2,210,3.222727272727273,372.8
12897.0,205,2,110,2.7,216.5
12901.0,9,28,23075,1.4663793103448275,17654.54
12902.0,265,1,66,5.619,138.68
12904.0,18,2,302,3.085,509.58
12906.0,12,5,1749,2.551904761904762,2919.81
12908.0,176,2,1200,0.625,750.0
12909.0,40,5,1280,6.7639560439560436,2178.67
12910.0,23,8,1692,2.0928,3075.04
12912.0,3,5,670,2.7191666666666667,1662.3
12913.0,5,5,1419,2.9248000000000003,2483.63
12915.0,149,2,93,6.788636363636363,363.65
12916.0,139,4,1119,4.126635514018692,3006.15
12917.0,128,1,120,4.95,594.0
12919.0,8,6,673,2.6044,1335.19
12920.0,17,1,129,3.8410714285714285,164.23
12921.0,9,37,9526,2.3401944444444447,16587.09
12922.0,161,1,370,1.627857142857143,405.38
12923.0,64,1,69,2.936551724137931,176.97
12924.0,88,4,481,3.1883333333333335,933.7
12925.0,5,2,541,2.310222222222222,694.05
12928.0,35,5,1472,1.9426190476190477,2062.7000000000003
12929.0,312,1,37,7.11875,117.85
12930.0,78,2,252,2.9948,415.8
12931.0,22,15,28004,1.7017073170731707,42055.96
12933.0,24,3,499,2.6469811320754717,607.53
12935.0,2,7,1853,2.032325581395349,2160.7
12936.0,17,4,559,2.033225806451613,1063.9
12937.0,15,4,1007,2.371666666666667,1504.27
12938.0,26,1,140,1.271111111111111,114.14
12939.0,64,8,4876,2.403404255319149,11581.8
12940.0,55,2,411,3.8207070707070705,913.54
12942.0,131,3,203,4.1378666666666675,683.9
12944.0,36,2,289,3.1886666666666668,604.51
12945.0,288,1,165,4.95,462.95
12947.0,144,6,1165,3.270309278350515,1603.99
12948.0,16,7,1080,2.932758620689655,2064.95
12949.0,31,8,2381,2.8786511627906974,4167.22
12950.0,2,3,1380,1.3891304347826086,1843.0
12951.0,9,6,503,3.006031746031746,1064.07
12952.0,6,4,653,4.062658227848101,1387.79
12953.0,10,1,84,6.647058823529412,329.85
12955.0,1,11,3664,1.6899444444444445,4757.16
12956.0,306,1,34,4.365263157894737,108.07
12957.0,10,8,2549,2.817563025210084,4017.54
12962.0,7,2,129,2.985625,266.39
12963.0,8,8,881,3.294842105263158,1856.63
12965.0,89,1,283,3.6638532110091746,771.91
12966.0,10,1,75,3.4230000000000005,160.18
12967.0,358,2,438,6.476315789473684,1660.9
12968.0,112,1,73,3.29,135.95
12970.0,7,4,310,2.0307947019867547,452.24
12971.0,4,86,9289,2.310327868852459,11189.91
12974.0,198,1,24,7.7,144.8
12976.0,212,1,561,1.5345454545454544,738.6
12977.0,156,1,12,4.23,39.239999999999995
12980.0,158,9,886,15.904500000000002,7374.900000000001
12981.0,30,2,242,1.6235,372.21999999999997
12982.0,243,1,288,1.8478571428571429,390.54
12984.0,19,1,26,3.85,97.5
12985.0,1,2,1533,1.914342105263158,1239.38
12987.0,74,2,219,6.110714285714286,558.7
12988.0,292,1,136,4.110217391304348,535.32
12989.0,3,15,2943,3.1915625,6924.110000000001
12990.0,31,3,200,2.05,409.5
12991.0,23,2,405,2.3067741935483874,503.76
12993.0,23,4,240,2.1377777777777776,414.76
12994.0,4,3,459,4.212459016393442,974.4200000000001
12995.0,85,1,108,1.9566666666666668,211.32
12997.0,22,4,664,3.2942372881355935,1226.89
12999.0,196,3,342,2.549285714285714,455.88
13000.0,107,3,379,3.0125806451612904,534.85
13001.0,4,13,5505,2.419882005899705,9818.82
13002.0,318,1,73,2.8214285714285716,120.94999999999999
13003.0,106,3,103,2.25,149.05
13004.0,12,18,4822,2.0111633663366337,5655.91
13005.0,174,2,172,5.117307692307692,513.7
13006.0,56,1,55,5.295,81.57
13008.0,323,1,175,1.7342857142857144,229.46999999999997
13011.0,372,1,13,4.216666666666667,50.550000000000004
13012.0,9,8,824,3.2319101123595506,1661.8400000000001
13013.0,1,13,2224,3.163470319634703,4810.9400000000005
13014.0,11,10,905,5.255229357798165,3466.2799999999997
13015.0,53,5,1617,5.035568181818181,3346.28
13016.0,73,3,527,3.173191489361702,789.89
13017.0,7,1,48,4.25,204.0
13018.0,16,28,5435,2.1802183406113538,7277.7
13021.0,4,9,1352,3.812290076335878,2616.38
13023.0,64,2,286,4.5525,689.9
13026.0,1,5,1620,0.6757500000000001,975.36
13027.0,114,6,17280,0.4,6912.0
13028.0,23,2,798,1.014,661.3199999999999
13029.0,31,3,134,7.388,1247.5
13030.0,11,2,394,3.17989898989899,799.48
13032.0,52,2,375,3.81943661971831,1010.18
13033.0,357,1,83,2.640909090909091,190.55
13034.0,55,2,369,2.3721621621621622,642.77
13035.0,74,2,644,1.8218518518518518,921.88
13037.0,138,3,431,3.8214583333333336,881.07
13038.0,80,3,360,2.7582142857142857,908.46
13040.0,9,2,355,2.8039534883720934,676.99
13043.0,273,1,254,5.680000000000001,516.42
13044.0,291,1,429,3.258787878787879,560.47
13045.0,99,1,221,1.5705555555555555,305.28000000000003
13046.0,31,2,264,6.142857142857143,629.31
13047.0,32,10,1391,3.9320348837209305,3237.54
13048.0,14,4,1238,1.8322058823529412,1835.91
13049.0,64,2,268,3.9335714285714287,656.6800000000001
13050.0,15,17,3748,2.9888833746898262,5836.86
13052.0,212,1,222,3.2938888888888886,348.15000000000003
13055.0,78,3,894,2.4710526315789476,1214.41
13058.0,25,3,52,5.825,271.40000000000003
13059.0,250,1,35,5.21875,183.4
13060.0,254,1,123,3.982666666666667,307.53
13061.0,72,1,107,3.403,248.61
13062.0,191,1,343,6.819090909090908,346.98
13064.0,13,4,516,3.555217391304348,1119.49
13065.0,373,1,74,5.222142857142857,205.86
13066.0,24,2,322,3.1733333333333333,470.8
13067.0,82,1,32,3.86,115.46000000000001
13068.0,10,2,200,1.72,344.0
13069.0,1,24,5885,1.705764705882353,4436.12
13070.0,192,1,110,2.08,228.8
13072.0,267,1,69,3.3500000000000005,177.15
13075.0,130,1,485,2.0395454545454546,919.61
13077.0,1,4,863,1.7558035714285716,729.27
13078.0,3,26,5630,3.9574301675977654,12627.94
13079.0,4,5,62,4.166666666666667,220.10000000000002
13080.0,179,1,120,0.5783333333333333,58.08
13081.0,12,11,19068,2.3001953125,28337.38
13082.0,126,9,4324,2.9687671232876713,3613.63
13083.0,4,2,187,3.4066666666666667,303.75
13085.0,158,2,216,4.003636363636364,416.08000000000004
13089.0,3,97,31070,2.737816281628163,58825.83
13090.0,9,14,2263,4.534516129032259,8910.82
13091.0,28,1,466,0.9933333333333333,345.82
13092.0,71,5,279,5.018,477.83
13093.0,276,8,3961,3.273647798742138,7832.47
13094.0,21,12,1716,1.2525000000000002,1927.3200000000002
13095.0,71,1,144,0.6933333333333334,74.39999999999999
13097.0,33,10,2363,4.244113475177305,6010.42
13098.0,1,28,15968,2.7601223776223778,28882.44
13099.0,99,1,288,0.72,207.35999999999999
13101.0,234,1,113,2.9675,101.19
13102.0,1,24,4204,2.5820394736842105,6424.09
13103.0,40,1,82,3.9675,243.94
13104.0,3,6,504,2.1715,1098.48
13106.0,133,1,18,4.25,76.5
13107.0,44,4,1293,1.7613793103448274,1531.6200000000001
13108.0,373,1,298,1.752,350.06
13109.0,60,2,520,2.6465957446808512,786.54
13110.0,31,7,388,4.7364137931034485,1488.67
